GeneLabel,Occurrence,Index,Length,Hydro,Hydro_i,MW,pKa1,pKa2,A_Glu,CW,GC
chll,507,0.452041821350102,288,25.0138888888889,2.44444444444444,36886.37,2.18993055555556,9.45770833333332,276.17,5697,0.989583333333333
chln,513,0.426654048008259,434,25.3548387096774,2.42857142857143,57189.4900000001,2.1939400921659,9.42799539170506,436.52,8714.5,0.953917050691244
psaf,215,0.373604060913706,185,28.6810810810811,2.5027027027027,23957.29,2.21562162162162,9.45805405405405,188.3,4112,1.03783783783784
psaj,5450,0.677506345177665,43,43.2209302325581,2.84883720930233,5702.575,2.19151162790698,9.45139534883721,47.175,1127.75,0.976744186046512
peta,5445,0.717322335025381,320,23.396875,2.4046875,41005.755,2.193546875,9.44589062499998,312.55,6246.25,1.0296875
tatc,208,0.279187817258883,243,44.7860082304527,2.86831275720165,31981.47,2.20473251028807,9.44366255144032,263.2,6019,0.835390946502058
atpe,5483,0.737162082398772,133,26.5413533834586,2.46992481203007,16908.555,2.22721804511278,9.43421052631579,123.6,2256.25,1.1203007518797
atpb,5480,0.741455160744501,486,22.977366255144,2.4156378600823,61309.98,2.19947530864198,9.449670781893,451.61,9009.75,1.16666666666667
rps18,5462,0.647251139981072,85.5,18.1812865497076,2.19883040935673,11629.27,2.18327485380117,9.29380116959065,89.665,1642,0.894736842105263
rpl33,5329,0.640079922237823,69,15.731884057971,2.11594202898551,9301.99,2.15282608695652,9.31963768115942,70.305,1276.5,0.963768115942029
clpc,223,0.581566636807007,822,22.6654501216545,2.37226277372263,106174.79,2.20886861313868,9.44120437956207,786.730000000001,15239.5,1.03649635036496
psac,5431,0.689964857477548,81,23.7962962962963,2.44444444444444,10361.225,2.17512345679012,9.54098765432099,75.415,1590.5,1.18518518518519
psba,5453,0.710490693739425,316.333333333333,31.6206533192835,2.60063224446786,40967.39,2.20249736564805,9.41285563751318,317.803333333333,7079.66666666667,1.12328767123288
cbbx,201,0.272508682874699,296,22.8277027027027,2.39864864864865,38999.65,2.18679054054054,9.40807432432432,290.95,5606.5,0.983108108108108
ftrb,148,0.254653130287648,120,20.325,2.325,15630.35,2.166,9.4405,116.61,2414.5,1
psai,5358,0.650874224478285,36.5,45.7397260273973,2.94520547945205,4647.505,2.20698630136986,9.49219178082192,38.17,867.5,0.972602739726027
psbj,5448,0.704269398114576,39.5,44.2658227848101,2.92405063291139,4686.895,2.27658227848101,9.47835443037975,36.095,913.5,1.17721518987342
psbl,5359,0.656730519841417,38,38.0657894736842,2.72368421052632,5082.72,2.18921052631579,9.37197368421053,41.315,991.75,0.947368421052632
psbf,5457,0.710161348803481,41.5,39.1807228915663,2.7710843373494,5470.29,2.1966265060241,9.40759036144578,44.23,973.75,1.14457831325301
psbe,5441,0.696718381354115,83.5,27.1077844311377,2.49101796407186,10926.515,2.18646706586826,9.42994011976048,84.34,1867.5,1.15568862275449
psal,235,0.580356287711905,153,30.4509803921569,2.59477124183007,19166.53,2.18771241830065,9.44549019607843,146.09,3361.5,1.04575163398693
psby,210,0.392620070285045,36,41.1388888888889,2.86111111111111,4617.44,2.27444444444444,9.43472222222222,35.71,764,1.11111111111111
rpl32,5171,0.632259872107588,55.5,17.5225225225225,2.1981981981982,7331.32,2.21081081081081,9.23855855855856,57.23,1169.25,0.918918918918919
rpl21,399,0.583619152147071,107,26.3364485981308,2.44859813084112,14270.63,2.20532710280374,9.35766355140188,113.89,2231.5,0.775700934579439
rpl3,219,0.402284263959391,206,19.1844660194175,2.29611650485437,25974.17,2.18121359223301,9.37815533980582,195.04,3804.5,0.970873786407767
rpl4,217,0.343002175489485,215,21.8139534883721,2.31162790697674,28146.04,2.20395348837209,9.34860465116277,216.05,4020,0.865116279069767
rpl23,5242,0.645266497461929,95.3333333333333,23.965034965035,2.37062937062937,12759.4,2.18506993006993,9.36475524475525,101.946666666667,2010,0.986013986013986
rpl2,5472,0.658392841779231,274.333333333333,17.8821385176185,2.23086269744836,35021.9,2.20236938031592,9.41340218712027,264.076666666667,5109.66666666667,1.21628189550425
rps19,5415,0.63111856417694,92,22.2989130434783,2.31521739130435,12279.545,2.17608695652174,9.33163043478261,97.08,1848.5,0.96195652173913
rpl22,4869,0.607949022572632,140,23.3178571428571,2.34642857142857,18707.305,2.19146428571429,9.35435714285714,145.105,2881.75,0.935714285714286
rps3,5507,0.666637493436023,220.5,23.687074829932,2.36281179138322,29461.885,2.21185941043084,9.38637188208616,226.41,4303.75,0.975056689342404
rpl16,5461,0.651070403884352,137,20.3175182481752,2.28832116788321,17931.51,2.21171532846715,9.41310218978103,139.665,2763,1.17518248175182
rpl29,201,0.306200145032632,72,19.5694444444444,2.23611111111111,10150.77,2.16986111111111,9.27138888888889,80.32,1336,0.638888888888889
rps17,225,0.403915881073242,82,21.5365853658537,2.31707317073171,10944.68,2.19121951219512,9.33109756097561,85.81,1567,0.853658536585366
rpl14,5523,0.694638324873096,122,23.5983606557377,2.40163934426229,15720.33,2.19737704918033,9.42418032786885,117.355,2164.5,1.0655737704918
rpl24,196,0.359429910191332,108,18.4444444444444,2.22222222222222,14391.7,2.20046296296296,9.31398148148148,111.49,1917.5,0.805555555555556
rpl5,373,0.596998455087177,180,22.4277777777778,2.33888888888889,23967.16,2.18583333333333,9.3536111111111,184.15,3439.5,0.811111111111111
rps8,5523,0.643303397110504,133,26.718045112782,2.42481203007519,17538.55,2.21154135338346,9.37214285714286,134.615,2607.25,1.0187969924812
rpl6,227,0.386802030456853,182,21.5769230769231,2.31868131868132,23389.82,2.21131868131868,9.36868131868131,179.06,3280,0.868131868131868
rpl18,215,0.579211989364274,105,22.8666666666667,2.34285714285714,13687.78,2.20180952380952,9.34752380952382,106.21,2035.5,0.79047619047619
rps5,227,0.386802030456853,176,23.5113636363636,2.40340909090909,21976.17,2.22482954545454,9.40090909090909,165.36,3215.5,0.954545454545455
secy,219,0.395093062605753,410,37.9804878048781,2.71951219512195,52827.1000000001,2.22241463414635,9.40175609756096,416.649999999999,8827,0.809756097560976
rpl36,5499,0.688687454677302,37,19.4594594594595,2.22972972972973,5071.565,2.18945945945946,9.39959459459459,39.845,694,1.04054054054054
rps13,219,0.395093062605753,126,17.5952380952381,2.17460317460317,17058.48,2.19611111111111,9.335,129.59,2263.5,0.936507936507937
rps11,5522,0.718636693255983,134,18.6119402985075,2.27238805970149,16856.6,2.20130597014925,9.40007462686567,124.845,2301.25,1.21268656716418
rpoa,5376,0.68085000497661,320.5,25.0889235569423,2.40717628705148,42610.475,2.18831513260531,9.41761310452417,326.605,6355.25,0.982839313572543
rpl13,210,0.391990975747321,133,15.4661654135338,2.14285714285714,17837.24,2.18616541353384,9.33676691729323,138.64,2516,0.864661654135338
rps9,358,0.582389691526747,137,20.7591240875912,2.28467153284672,17732.96,2.20335766423358,9.40007299270073,133.54,2617.5,1.03649635036496
rpl31,214,0.383883248730964,76,14.5526315789474,2.15789473684211,10193.24,2.15460526315789,9.36565789473684,79.87,1581.5,0.921052631578947
rps12,5422,0.65463257270269,123.333333333333,16.5540540540541,2.20810810810811,16028.2633333333,2.19224324324324,9.41318918918919,121.56,2279.16666666667,1.24324324324324
rps7,5486,0.658656442380387,155.333333333333,20.2982832618026,2.28326180257511,20323,2.21251072961373,9.36603004291846,153.33,2889.5,1.16738197424893
tufa,375,0.584023510553032,409,21.0171149144254,2.36919315403423,52189.04,2.18251833740832,9.44464547677259,383.43,7257.5,1.0880195599022
rps10,220,0.393401015228426,105,21,2.28571428571429,14018.13,2.18628571428572,9.41638095238096,109.25,1959,0.838095238095238
psae,206,0.395939086294416,61,21.9180327868852,2.36065573770492,8123.09,2.20163934426229,9.37295081967214,62.43,1286.5,0.918032786885246
ftsh,346,0.538071065989848,629,24.6470588235294,2.44515103338633,80328.3499999999,2.20057233704292,9.42769475357713,601.68,11924,1.01907790143084
psbh,5464,0.724843236787101,70,34.6928571428571,2.68571428571429,8872.64,2.22964285714286,9.44557142857143,68.455,1519.5,1.09285714285714
psbn,5449,0.690828529639508,43,30.9186046511628,2.58139534883721,5513.09,2.19,9.46197674418605,41.94,937.25,1.15116279069767
psbt,5455,0.697758037225042,32,46.734375,2.90625,4279.58,2.17859375,9.44734375,36.375,842.5,1
psbb,5418,0.688610406091371,508.5,28.9459193706981,2.55358898721731,65370.885,2.20041297935104,9.46122910521141,512.719999999999,11912.5,1.2094395280236
petf,206,0.362021227503461,99,18.2020202020202,2.31313131313131,12866.11,2.16767676767677,9.52929292929293,92.1,1798.5,1.01010101010101
rpl12,315,0.613856609472669,131,19.9618320610687,2.33587786259542,16526.49,2.22022900763359,9.45167938931298,118.72,2144,0.923664122137405
rpl1,213,0.374184191443075,236,23.5296610169492,2.41101694915254,30237.37,2.20364406779661,9.41881355932202,227.51,4525.5,0.944915254237288
rpl11,214,0.43691080493111,140,23.3,2.42857142857143,17357.91,2.20178571428571,9.45614285714286,129.36,2406.5,1.01428571428571
dnab,191,0.344331641285956,582,28.4759450171821,2.446735395189,78482.12,2.18520618556701,9.3300171821306,615.86,12168,0.735395189003436
rpl9,151,0.281091370558376,155,24.5612903225806,2.34193548387097,20834.06,2.2043870967742,9.34883870967741,162.19,2853,0.696774193548387
psbw,161,0.324625479757336,114,20.7719298245614,2.28947368421053,15254.89,2.17438596491228,9.38280701754386,115.39,2162,0.912280701754386
syfb,168,0.364790032302723,655,24.6778625954198,2.34351145038168,89227.1799999998,2.18584732824427,9.31404580152675,699.6,13515,0.688549618320611
rps1,149,0.26633883248731,259,27.5019305019305,2.44015444015444,34502.03,2.1769111969112,9.34339768339767,268.43,5244.5,0.787644787644788
psbd,5459,0.721243175941002,352,35.9474431818182,2.703125,45744.37,2.19926136363637,9.43832386363636,364.73,8772,1.18607954545455
psbc,5445,0.711284014313057,480,31.9760416666667,2.60729166666667,61432.945,2.21527083333334,9.45451041666666,485.335,11451,1.23333333333333
ilvb,173,0.36772745021476,588,27.0255102040816,2.50170068027211,75784.8000000001,2.2012074829932,9.45639455782313,580.09,11827.5,1.02380952380952
rps4,5517,0.669012459621597,201,22.6592039800995,2.34328358208955,26686.335,2.2021144278607,9.38830845771143,205.135,4042.75,1.04228855721393
rps16,4589,0.629692642382998,79,21.3227848101266,2.28481012658228,10657.23,2.1879746835443,9.3560759493671,82.725,1602.5,0.987341772151899
matk,5099,0.542362713428703,504,32.2896825396825,2.5515873015873,69428.79,2.1739880952381,9.35174603174604,565.279999999999,12790,0.944444444444444
psbm,5225,0.645473237807621,34,49.9411764705882,3.02941176470588,4377.17,2.21,9.43970588235294,35.31,770,0.941176470588235
psbz,5394,0.658930346956931,62,47.4838709677419,3.01612903225806,7703.01,2.25693548387097,9.44459677419355,61.31,1469.25,1
ndhj,4842,0.635265829548491,158,28.1455696202532,2.50632911392405,21386.85,2.20987341772152,9.43348101265822,169.65,3776,1.22784810126582
ndhk,4580,0.631909920281892,225,23.0044444444444,2.39111111111111,29401.95,2.17431111111111,9.43626666666666,224.92,4663.5,1.15555555555556
ndhc,4837,0.633022362463987,120,47.4333333333333,2.96666666666667,15983.48,2.23583333333333,9.47658333333334,134.24,3386,1.10833333333333
accd,4417,0.613989847715736,388.5,24.010296010296,2.41570141570142,51011.48,2.17848133848134,9.37930501930502,387.155,8066.5,1.01158301158301
cema,5263,0.634692805881323,253.5,35.4358974358974,2.63313609467456,34453.27,2.19209072978304,9.39072978303747,280.65,6174.5,0.879684418145957
petl,5374,0.609502710143681,31,58.0322580645161,3.17741935483871,3989.81,2.22709677419355,9.40483870967742,33.585,831.5,0.82258064516129
clpp,5115,0.614684336909937,196,29.7755102040816,2.5765306122449,25610.88,2.20602040816326,9.45219387755102,196.64,4105.5,1.20408163265306
ndhb,4872,0.635399983712913,512,39.5859375,2.775390625,66136.81,2.20751953125,9.43150390625001,522.069999999999,11986,1.107421875
ndhf,4764,0.632814872662588,746,40.6152815013405,2.77345844504021,98661.1199999997,2.19412868632707,9.39046916890083,803.910000000001,18885,0.912868632707775
ndhd,4780,0.633472678411466,500,42.066,2.826,65218.6,2.20958000000001,9.4328,530.159999999999,12376,1.002
ndhe,4846,0.633199103876585,101,43.1386138613861,2.84158415841584,13090.24,2.21495049504951,9.38950495049506,102.68,2252.5,0.98019801980198
ndhg,4801,0.633056828030209,176,45.4375,2.94318181818182,22366.89,2.21846590909091,9.44931818181818,177.44,4170.5,1.03409090909091
ndhi,4793,0.632442241093031,172,27.75,2.46511627906977,23167.21,2.17156976744186,9.43581395348836,179.7,3685.5,1.01162790697674
ndha,4806,0.633197456801518,360,40.7944444444444,2.79166666666667,46489.38,2.23452777777778,9.44788888888888,371.34,8667,1.00277777777778
ndhh,4806,0.633462331004674,393,27.2137404580153,2.47837150127226,52565.42,2.20554707379135,9.46226463104324,413.03,8641,1.11195928753181
rps15,5072,0.594275579475261,88,22.6590909090909,2.27272727272727,12285.98,2.19602272727273,9.28079545454546,96.42,1864.5,0.931818181818182
rps6,199,0.376903553299492,103,28.9029126213592,2.48543689320388,14012.84,2.19320388349515,9.31407766990292,109.93,2193,0.747572815533981
sufc,168,0.238040301492078,255,23.9764705882353,2.3921568627451,32986.03,2.18764705882353,9.38694117647057,249.06,4792,0.870588235294118
thrb,164,0.276649746192893,71,27.9014084507042,2.50704225352113,9405.38,2.19647887323944,9.36563380281691,70.4,1413.5,0.774647887323944
sufb,160,0.315162215846392,487,22.8275154004107,2.37987679671458,63008.8500000001,2.19063655030801,9.40010266940453,474.72,9919.5,0.930184804928131
tils,133,0.448457633736822,317,32.9022082018927,2.53312302839117,44173.3000000001,2.18766561514196,9.32485804416403,358.15,7352.5,0.744479495268139
apcd,136,0.281576590026874,161,27.3416149068323,2.46583850931677,21027.77,2.21987577639752,9.43093167701863,159.5,3202.5,0.944099378881988
fabh,128,0.238705583756345,337,28.593471810089,2.54005934718101,42657.03,2.21495548961425,9.40750741839762,318.61,6567.5,0.961424332344214
rne,137,0.242808798646362,474,25.9852320675105,2.41350210970464,63262.6400000001,2.17864978902954,9.30934599156119,490.45,9503,0.748945147679325
dsbd,88,0.199772909430938,240,47.9958333333333,2.91666666666667,31713.27,2.21241666666667,9.38445833333332,262.41,5903,0.6875
trpg,137,0.241479332849891,190,28.3263157894737,2.53684210526316,24301.36,2.18126315789474,9.4478947368421,187.3,3991,0.952631578947368
ompr,91,0.201618020304569,243,22.2633744855967,2.38271604938272,31898.83,2.19477366255144,9.43897119341563,238.5,4584.5,1.02057613168724
upp,106,0.221812028918628,189,26.7354497354497,2.42328042328042,25474.98,2.18402116402117,9.3374074074074,198,3643,0.645502645502645
syh,118,0.211566352429297,432,24.6365740740741,2.375,58070.3100000001,2.19583333333334,9.35939814814813,447.22,8694,0.868055555555556
moeb,122,0.239164388910582,365,29.1506849315068,2.46301369863014,48375.1300000001,2.20301369863014,9.35813698630136,379.06,7659,0.783561643835616
ntca,128,0.245269958467928,208,33.1153846153846,2.54326923076923,28268.19,2.19423076923077,9.29312499999999,226.62,4692.5,0.658653846153846
argb,125,0.242929659173314,283,28.3038869257951,2.5583038869258,35694.73,2.20077738515901,9.42187279151942,265.04,5184,0.92226148409894
accb,126,0.237817258883249,165,20.030303030303,2.29090909090909,21935.82,2.16763636363636,9.38333333333333,166.32,2919,0.872727272727273
acpp,166,0.370088362474149,84,21.25,2.41666666666667,10638.66,2.20142857142857,9.44404761904762,75.34,1416,1.04761904761905
bas1,128,0.317258883248731,195,26.2153846153846,2.47692307692308,25526.42,2.17923076923077,9.44117948717948,196.24,4261.5,0.928205128205128
prea,138,0.257191201353638,324,28.8117283950617,2.51234567901235,41951.18,2.19814814814815,9.38675925925925,318.11,6463,0.848765432098765
odpa,134,0.237309644670051,344,23.2005813953488,2.39825581395349,44732.87,2.18264534883721,9.42220930232557,339.2,7033.5,0.973837209302326
odpb,146,0.412149991812674,330,27.1727272727273,2.49393939393939,42612.29,2.19557575757576,9.44609090909089,325.26,6556,0.963636363636364
apce,138,0.269373942470389,892,23.359865470852,2.38565022421525,117951.189999999,2.18152466367713,9.38353139013456,900.12,18374.5,0.928251121076233
apca,138,0.269373942470389,161,23.9130434782609,2.43478260869565,20490.78,2.21267080745341,9.43540372670807,149.56,3086,1.06211180124224
apcb,138,0.269373942470389,161,26.583850931677,2.49068322981366,20324.68,2.21627329192546,9.42478260869565,148.31,3074.5,1.06211180124224
infb,137,0.271235194585448,744,23.3319892473118,2.39247311827957,96500.1499999996,2.19806451612903,9.38061827956992,723.1,13323,0.844086021505376
rpl28,138,0.275972927241963,67,22.2537313432836,2.29850746268657,8983.39,2.20283582089552,9.22268656716418,70.9,1329,0.865671641791045
trxa,131,0.257413839166444,108,22.7222222222222,2.43518518518519,13930.62,2.18824074074074,9.46740740740741,104.88,2111.5,0.990740740740741
infc,134,0.253331218274112,182,18.5054945054945,2.24175824175824,24312.78,2.1921978021978,9.37098901098901,187.15,3352,0.868131868131868
apcf,135,0.274858166616901,171,26.5029239766082,2.44444444444444,22353.94,2.21035087719298,9.41152046783625,166.68,3234,0.900584795321637
cpcg,134,0.266180203045685,229,22.1004366812227,2.36681222707424,30584.88,2.18034934497816,9.39449781659388,233.31,4744,0.96943231441048
nbla,131,0.253005610472883,57,25.0877192982456,2.3859649122807,8007.16,2.1940350877193,9.23385964912281,62.61,1144.5,0.684210526315789
cpeb,135,0.258435353836966,177,27.7344632768362,2.54802259887006,21599.27,2.20960451977401,9.4690395480226,153.81,3252,1.21468926553672
cpea,131,0.251536200908362,164,23.2682926829268,2.42073170731707,20613.76,2.20634146341463,9.45006097560975,149.72,3105.5,1.15853658536585
psak,139,0.273434856175973,85,40.9764705882353,2.78823529411765,10511.14,2.24741176470588,9.40376470588236,79.37,1631,0.905882352941176
acca,127,0.239914507079882,324,25.2685185185185,2.44753086419753,41922.16,2.19632716049383,9.43950617283949,317.17,6456.5,0.978395061728395
gltb,131,0.252337697034464,1532,25.1044386422977,2.44973890339426,197968.159999999,2.19458877284597,9.4176044386424,1502.78,30940.5,0.990208877284595
cpcb,138,0.269373942470389,172,25.6976744186047,2.51162790697674,21303.8,2.21151162790697,9.43895348837209,151.9,3102,1.13953488372093
cpca,137,0.2623730964467,162,25.4938271604938,2.45679012345679,20439.56,2.21401234567901,9.42135802469136,149.86,3164.5,1.11111111111111
pgma,121,0.218957438500586,528,22.7234848484848,2.36742424242424,69202.1400000001,2.17721590909091,9.39185606060607,521.59,9956.5,0.897727272727273
trpa,134,0.235723350253807,264,27.3409090909091,2.49242424242424,33722.14,2.20537878787879,9.42996212121211,253.54,5055.5,0.84469696969697
psb30,133,0.437005076142132,34,49.0588235294118,3.02941176470588,4258.15,2.27882352941176,9.45147058823529,34.47,759,0.764705882352941
dfr,52,0.214086294416244,417,28.2350119904077,2.48201438848921,55609.5100000001,2.18575539568346,9.34978417266186,426.17,8620.5,0.784172661870504
secg,164,0.281592305637189,70,42.6,2.78571428571429,9174.6,2.21914285714286,9.37171428571429,72.69,1600.5,0.742857142857143
cara,133,0.261719916392953,384,24.6901041666667,2.3984375,50760.1200000001,2.17958333333334,9.38111979166666,394.96,7915.5,0.848958333333333
rpoz,105,0.239026575097044,75,19.4533333333333,2.29333333333333,10074.25,2.18053333333333,9.41760000000001,75.44,1306,0.893333333333333
lysr,72,0.204079714231998,314,27.4235668789809,2.4968152866242,40686.94,2.20748407643312,9.41515923566878,305.8,6145,0.987261146496815
petp,52,0.18369887941768,70,33.8142857142857,2.57142857142857,9753.11,2.17371428571429,9.34657142857143,79.67,1694.5,0.728571428571429
rnz,71,0.184554024655547,217,31.7695852534562,2.54838709677419,29261.51,2.19119815668203,9.35064516129032,233.46,4849.5,0.741935483870968
